SetID	MetaSKATO_P	METASKATO_exome_wide_check	RE_BETAsum	RE_BETAsum_L95	RE_BETAsum_U95	RE_BETAsum_SE	RE_tau2	RE_het	RE_hetP	FE_BETAsum	FE_BETAsum_L95	FE_BETAsum_U95	FE_BETAsum_SE	FE_tau2	FE_het	FE_hetP	cohort1_P.value	cohort1_N.Marker.All	cohort1_N.Marker.Test	cohort1_cMAC	cohort1_cMAF	cohort1_medANDav_Pheno	cohort1_Carriers_AvPheno	cohort1_nonCarriers_AvPheno	cohort1_AvDiff_Pheno	cohort1_Carriers_medianPheno	cohort1_nonCarriers_medianPheno	cohort1_medianDiff_Pheno	cohort1_no_of_carriers	cohort1_P_regression	cohort1_BETA_noOfMutations	cohort1_BETA_L95	cohort1_BETA_U95	cohort1_eff_estimate	cohort1_eff_stdErr	cohort1_exome_wide_check	cohort2_P.value	cohort2_N.Marker.All	cohort2_N.Marker.Test	cohort2_cMAC	cohort2_cMAF	cohort2_medANDav_Pheno	cohort2_Carriers_AvPheno	cohort2_nonCarriers_AvPheno	cohort2_AvDiff_Pheno	cohort2_Carriers_medianPheno	cohort2_nonCarriers_medianPheno	cohort2_medianDiff_Pheno	cohort2_no_of_carriers	cohort2_P_regression	cohort2_BETA_noOfMutations	cohort2_BETA_L95	cohort2_BETA_U95	cohort2_eff_estimate	cohort2_eff_stdErr	cohort2_exome_wide_check	chr	start	end	gene_type	strand	additional_info1	additional_info2
Gene22	0.475290677542091	NA	4.041	-2.499	10.581	3.337	0	0.142388493456502	0.705917978372593	4.041	-2.499	10.581	3.337	0	0.142388493456502	0.705917978372593	0.307551439785548	10	5	7	0.001167	48_48.61	42	48.699	-6.699	32.5	48	-15.5	4	0.354964086876936	6.256	-6.979	19.491	6.256	6.753	NA	0.492841409526219	10	8	29	0.004833	48_48.61	52.125	48.412	3.713	50	48	2	16	0.3869337185893	3.325	-4.197	10.847	3.325	3.838	NA	1	32000	33000	non_coding	-	info22	info22
Gene699	0.475573075046053	NA	-2.428	-7.793	2.938	2.738	0	0.456774295960621	0.499135381422668	-2.428	-7.793	2.938	2.738	0	0.456774295960621	0.499135381422668	0.304254646849669	10	8	29	0.004833	48_48.61	44.688	48.831	-4.143	46.5	48	-1.5	16	0.266557570109045	-4.012	-11.075	3.052	-4.012	3.604	NA	0.399127764801631	10	9	37	0.006167	48_48.61	44.065	49.134	-5.069	35	49	-14	31	0.949554346463582	-0.267	-8.516	7.983	-0.267	4.209	NA	1	1047500	1048500	protein_coding	+	info699	info699
Gene383	0.475804089659505	NA	-3.302	-9.201	2.597	3.01	0	0.859864471972334	0.353776620908054	-3.302	-9.201	2.597	3.01	0	0.859864471972334	0.353776620908054	0.24592623565862	10	9	30	0.005	48_48.61	40.292	49.333	-9.042	34	49	-15	24	0.153604164492774	-6.125	-14.516	2.266	-6.125	4.281	NA	0.248193375064485	10	10	37	0.006167	48_48.61	50.931	48.362	2.569	49	48	1	29	0.898021431184893	-0.543	-8.837	7.752	-0.543	4.232	NA	1	573500	574500	protein_coding	+	info383	info383
Gene883	0.476642038392591	NA	-2.003	-14.527	10.521	6.39	64.871078	4.61192662070125	0.0317503427731278	0.763	-4.148	5.673	2.505	64.871078	4.61192662070125	0.0317503427731278	0.299719258520552	10	9	47	0.007833	48_48.61	53.931	48.041	5.89	49	48	1	29	0.198827224650003	3.667	-1.914	9.248	3.667	2.847	NA	0.714981289499355	10	8	27	0.0045	48_48.61	41.75	49.207	-7.457	40	49	-9	24	0.081977140159294	-9.204	-19.541	1.132	-9.204	5.274	NA	1	1323500	1324500	protein_coding	+	info883	info883
Gene1183	0.477051038586453	NA	1.008	-5.37	7.386	3.254	0	0.414277028346556	0.519806598592264	1.008	-5.37	7.386	3.254	0	0.414277028346556	0.519806598592264	0.449964894198852	10	9	27	0.0045	48_48.61	57.4	47.982	9.418	59	47.5	11.5	20	0.500221510270612	3.119	-5.937	12.174	3.119	4.62	NA	0.530705072214774	10	9	25	0.004167	48_48.61	48.056	48.645	-0.59	45	48	-3	18	0.815647886896843	-1.07	-10.055	7.915	-1.07	4.584	NA	1	1773500	1774500	protein_coding	+	info1183	info1183
Gene1073	0.479762572952032	NA	2.42	-1.714	6.555	2.109	0	0.818750131885416	0.365545851469727	2.42	-1.714	6.555	2.109	0	0.818750131885416	0.365545851469727	1	10	10	44	0.007333	48_48.61	53.545	48.219	5.326	56.5	47	9.5	22	0.771808575027014	0.803	-4.617	6.222	0.803	2.765	NA	0.257169163610447	10	8	38	0.006333	48_48.61	57.13	47.903	9.228	51	47	4	23	0.153222057315715	4.673	-1.723	11.069	4.673	3.263	NA	1	1608500	1609500	protein_coding	+	info1073	info1073
Gene588	0.480767013076201	NA	-1.835	-6.689	3.019	2.477	0	0.0928076317846966	0.760637723495079	-1.835	-6.689	3.019	2.477	0	0.0928076317846966	0.760637723495079	0.882433080461606	10	10	22	0.003667	48_48.61	49.583	48.569	1.014	43	48	-5	12	0.760245944500296	-1.074	-7.969	5.82	-1.074	3.518	NA	0.365910527533452	10	10	38	0.006333	48_48.61	46.962	48.766	-1.805	47.5	48	-0.5	26	0.459293238003071	-2.583	-9.417	4.25	-2.583	3.487	NA	1	881000	882000	non_coding	-	info588	info588
Gene1271	0.480860800935363	NA	-1.661	-7.78	4.457	3.122	0	0.855993151867699	0.35486241418942	-1.661	-7.78	4.457	3.122	0	0.855993151867699	0.35486241418942	0.393888629047394	10	7	30	0.005	48_48.61	45.842	48.797	-2.955	40	48	-8	19	0.334982122488079	-3.674	-11.132	3.783	-3.674	3.805	NA	0.594620813777474	10	5	18	0.003	48_48.61	53	48.427	4.573	58	48	10	12	0.649536499950113	2.484	-8.219	13.188	2.484	5.461	NA	1	1905500	1906500	protein_coding	+	info1271	info1271
Gene895	0.481246613337275	NA	0.346	-8.946	9.637	4.74	31.8401115	3.4296954367595	0.0640339090605884	0.321	-4.696	5.338	2.56	31.8401115	3.4296954367595	0.0640339090605884	0.261903763859568	10	10	40	0.006667	48_48.61	55.679	47.882	7.796	52.5	47.5	5	28	0.161744822928742	5.096	-2.024	12.216	5.096	3.633	NA	0.804983025585725	10	10	34	0.005667	48_48.61	43.478	49.036	-5.558	42	48	-6	23	0.225028085535923	-4.385	-11.455	2.684	-4.385	3.607	NA	1	1341500	1342500	protein_coding	+	info895	info895
Gene1109	0.481556034185385	NA	-4.215	-9.053	0.623	2.468	0	0.0165949006755754	0.897499132872128	-4.215	-9.053	0.623	2.468	0	0.0165949006755754	0.897499132872128	0.303862986960848	10	9	39	0.0065	48_48.61	37.583	49.569	-11.986	38.5	49	-10.5	24	0.202094257133534	-3.972	-10.061	2.117	-3.972	3.107	NA	1	10	8	29	0.004833	48_48.61	44.444	48.876	-4.431	43.5	48	-4.5	18	0.255330260386952	-4.631	-12.596	3.333	-4.631	4.064	NA	1	1662500	1663500	protein_coding	+	info1109	info1109
Gene1134	0.483538699311416	NA	-5.466	-11.247	0.316	2.95	0	0.0345515129381674	0.852538574308662	-5.466	-11.247	0.316	2.95	0	0.0345515129381674	0.852538574308662	0.220969486855308	10	7	27	0.0045	48_48.61	37.941	49.251	-11.31	24	48	-24	17	0.16809900371556	-6.071	-14.683	2.541	-6.071	4.394	NA	0.510172508208055	10	10	30	0.005	48_48.61	43.091	49.047	-5.956	38	48	-10	22	0.212815936871946	-4.969	-12.769	2.831	-4.969	3.98	NA	1	1700000	1701000	non_coding	-	info1134	info1134
Gene288	0.483560702212478	NA	2.085	-5.621	9.791	3.932	15.748162	2.02460400370241	0.154769262914168	2.408	-2.953	7.77	2.736	15.748162	2.02460400370241	0.154769262914168	0.651472981746691	10	9	24	0.004	48_48.61	46.385	48.711	-2.326	39	48	-9	13	0.607159729906986	-2.175	-10.458	6.108	-2.175	4.226	NA	0.289989016145118	10	10	40	0.006667	48_48.61	55.071	47.945	7.127	51	46	5	28	0.112395100771821	5.714	-1.319	12.747	5.714	3.589	NA	1	431000	432000	non_coding	-	info288	info288
Gene65	0.486350079783719	NA	-1.33	-8.025	5.365	3.416	10.7116195	1.81465778233255	0.177950493692795	-1.748	-6.588	3.093	2.469	10.7116195	1.81465778233255	0.177950493692795	0.680355586369653	10	10	32	0.005333	48_48.61	50.545	48.457	2.089	61	47.5	13.5	22	0.519314273997185	2.636	-5.371	10.643	2.636	4.085	NA	0.605399807127416	10	9	41	0.006833	48_48.61	43.542	49.051	-5.509	45	48.5	-3.5	24	0.169298448958733	-4.272	-10.348	1.805	-4.272	3.1	NA	1	96500	97500	protein_coding	+	info65	info65
Gene372	0.486605371919405	NA	-0.604	-5.783	4.574	2.642	0	0.909240114508206	0.340316119107408	-0.604	-5.783	4.574	2.642	0	0.909240114508206	0.340316119107408	0.422226917667143	10	10	31	0.005167	48_48.61	48.368	48.626	-0.258	49	48	1	19	0.414926829010889	-2.943	-10.008	4.122	-2.943	3.605	NA	0.676644112100175	10	9	35	0.005833	48_48.61	53.045	48.259	4.786	48	48	0	22	0.587299204064002	2.11	-5.502	9.723	2.11	3.884	NA	1	557000	558000	non_coding	-	info372	info372
Gene8	0.488772810101931	NA	-2.274	-6.604	2.055	2.209	0	0.295331660036677	0.586823961287608	-2.274	-6.604	2.055	2.209	0	0.295331660036677	0.586823961287608	0.377184830632031	10	9	41	0.006833	48_48.61	44.925	49.177	-4.252	44.5	49	-4.5	40	0.339414021739807	-4.586	-13.98	4.808	-4.586	4.793	NA	0.53424836979418	10	9	45	0.0075	48_48.61	43.125	48.919	-5.794	37.5	48.5	-11	16	0.507635364615528	-1.651	-6.529	3.227	-1.651	2.489	NA	1	11000	12000	non_coding	-	info8	info8
Gene1198	0.489413255552498	NA	3.929	-2.272	10.13	3.164	7.679365	1.62155501156002	0.202875099677119	3.872	-0.995	8.738	2.483	7.679365	1.62155501156002	0.202875099677119	0.0796208761985928	10	9	40	0.006667	48_48.61	58.185	47.663	10.522	62	46	16	27	0.0466709234916711	7.186	0.136	14.236	7.186	3.597	NA	0.745024915672133	10	10	39	0.0065	48_48.61	50.364	48.471	1.892	44	48	-4	22	0.803026883013015	0.856	-5.867	7.58	0.856	3.431	NA	1	1796000	1797000	non_coding	-	info1198	info1198
Gene711	0.491143125935726	NA	5.784	-3.259	14.827	4.614	0	0.140095558270967	0.708186032927323	5.784	-3.259	14.827	4.614	0	0.140095558270967	0.708186032927323	0.25556965847368	10	9	28	0.004667	48_48.61	55.708	47.993	7.716	57.5	46.5	11	24	0.195682022021014	6.562	-3.355	16.479	6.562	5.06	NA	0.649766264831621	10	3	7	0.001167	48_48.61	50.429	48.567	1.862	51	48	3	7	0.862294191426855	1.95	-20.069	23.97	1.95	11.235	NA	1	1065500	1066500	protein_coding	+	info711	info711
Gene1077	0.491234392537802	NA	-1.456	-8.666	5.753	3.678	0	0.687926440192376	0.406870571991585	-1.456	-8.666	5.753	3.678	0	0.687926440192376	0.406870571991585	0.294452129328609	10	9	39	0.0065	48_48.61	49	48.56	0.44	51	47.5	3.5	34	0.918638442296296	0.443	-8.049	8.935	0.443	4.333	NA	0.518032768209731	10	7	19	0.003167	48_48.61	42.368	49.032	-6.664	39	49	-10	19	0.361833642029771	-6.357	-19.998	7.285	-6.357	6.96	NA	1	1614500	1615500	protein_coding	+	info1077	info1077
Gene1019	0.491592559241473	NA	2.307	-8.119	12.734	5.32	30.641197	2.12365897328939	0.145039675682322	3.217	-3.64	10.075	3.499	30.641197	2.12365897328939	0.145039675682322	0.142639150239961	10	5	19	0.003167	48_48.61	42.438	48.958	-6.52	37.5	48	-10.5	16	0.51788065177718	-3.884	-15.643	7.875	-3.884	5.999	NA	0.433341886849673	10	8	29	0.004833	48_48.61	54.636	48.133	6.503	49.5	47.5	2	22	0.11131071750543	6.878	-1.563	15.319	6.878	4.307	NA	1	1527500	1528500	protein_coding	+	info1019	info1019
Gene412	0.492117540809274	NA	-2.533	-13.128	8.061	5.406	44.9690935	4.13877504269661	0.0419114878078177	-0.479	-5.029	4.072	2.322	44.9690935	4.13877504269661	0.0419114878078177	0.508439444695719	10	10	40	0.006667	48_48.61	59.412	47.961	11.451	62	47	15	17	0.401031549515642	2.257	-3.003	7.516	2.257	2.683	NA	0.810581975929969	10	10	38	0.006333	48_48.61	40.735	49.617	-8.881	37.5	49	-11.5	34	0.0633595980699805	-8.633	-17.712	0.446	-8.633	4.632	NA	1	617000	618000	non_coding	-	info412	info412
Gene19	0.492224168870406	NA	-2.491	-14.943	9.962	6.353	56.317359	3.13963526246277	0.0764108936140473	-0.397	-6.643	5.849	3.187	56.317359	3.13963526246277	0.0764108936140473	0.315637472741752	10	8	35	0.005833	48_48.61	49.182	48.565	0.617	47	48	-1	22	0.425352647341567	2.959	-4.307	10.226	2.959	3.707	NA	1	10	6	17	0.002833	48_48.61	33.071	49.371	-16.299	25	49	-24	14	0.113624897162342	-9.897	-22.12	2.327	-9.897	6.237	NA	1	27500	28500	protein_coding	+	info19	info19
Gene198	0.492343131650667	NA	-3.681	-11.799	4.436	4.142	16.4124765	1.9156342463152	0.166338738271941	-3.795	-9.653	2.063	2.989	16.4124765	1.9156342463152	0.166338738271941	1	10	8	31	0.005167	48_48.61	47.087	48.736	-1.65	51	48	3	23	0.892812327061854	0.587	-7.947	9.121	0.587	4.354	NA	0.334364918305899	10	10	37	0.006167	48_48.61	37.129	49.933	-12.804	33	49	-16	31	0.0619912166958344	-7.7	-15.755	0.355	-7.7	4.11	NA	1	296000	297000	non_coding	-	info198	info198
Gene179	0.492760285702428	NA	1.45	-5.919	8.818	3.759	16.15872	2.33196148018361	0.126742083909377	1.303	-3.513	6.119	2.457	16.15872	2.33196148018361	0.126742083909377	0.45792030248294	10	10	45	0.0075	48_48.61	45.538	48.901	-3.363	48.5	48	0.5	26	0.513243266091331	-2.201	-8.789	4.388	-2.201	3.362	NA	0.561545558765939	10	10	26	0.004333	48_48.61	64.267	47.786	16.481	83	47	36	15	0.140477830350822	5.321	-1.735	12.377	5.321	3.6	NA	1	267500	268500	protein_coding	+	info179	info179
Gene802	0.493192762579557	NA	0.351	-4.575	5.277	2.513	0	0.737681531897145	0.390404579783668	0.351	-4.575	5.277	2.513	0	0.737681531897145	0.390404579783668	0.633576246585486	10	9	33	0.0055	48_48.61	54.2	48.211	5.989	56	47	9	20	0.475078861676805	2.59	-4.508	9.688	2.59	3.621	NA	0.63670870175619	10	8	23	0.003833	48_48.61	47.111	48.656	-1.545	48	48	0	9	0.620508406407868	-1.73	-8.572	5.111	-1.73	3.491	NA	1	1202000	1203000	non_coding	-	info802	info802
Gene688	0.494093354257415	NA	3.652	-3.966	11.269	3.887	0	0.839570084158698	0.359519755906173	3.652	-3.966	11.269	3.887	0	0.839570084158698	0.359519755906173	0.495206603186281	10	6	21	0.0035	48_48.61	44.714	48.801	-4.086	43	48.5	-5.5	14	0.898345153675709	0.65	-9.312	10.612	0.65	5.083	NA	0.224855095360057	10	7	19	0.003167	48_48.61	55.438	48.225	7.212	54.5	48	6.5	16	0.19257606580691	7.877	-3.944	19.698	7.877	6.031	NA	1	1031000	1032000	non_coding	-	info688	info688
Gene432	0.495058438396215	NA	1.624	-8.645	11.894	5.239	36.059584	2.89867823143191	0.0886522187890262	2.143	-3.828	8.113	3.046	36.059584	2.89867823143191	0.0886522187890262	0.173734275380362	10	8	39	0.0065	48_48.61	53.31	48.107	5.203	54	46	8	29	0.101490143298149	6.598	-1.274	14.47	6.598	4.016	NA	0.557355074537028	10	10	36	0.006	48_48.61	43.094	49.269	-6.175	39	49	-10	32	0.405485711326768	-3.895	-13.058	5.269	-3.895	4.675	NA	1	647000	648000	non_coding	-	info432	info432
Gene1218	0.49508759360516	NA	1.955	-3.99	7.901	3.034	0	0.0861059015154205	0.769187329055536	1.955	-3.99	7.901	3.034	0	0.0861059015154205	0.769187329055536	0.617461936765854	10	8	35	0.005833	48_48.61	49.208	48.558	0.65	47.5	48	-0.5	24	0.490562638549173	2.637	-4.851	10.125	2.637	3.821	NA	0.681971264443991	10	10	27	0.0045	48_48.61	49.909	48.507	1.402	35	48	-13	22	0.873752418134514	0.793	-8.985	10.572	0.793	4.989	NA	1	1826000	1827000	non_coding	-	info1218	info1218
Gene702	0.496280777956038	NA	-1.655	-6.59	3.281	2.518	0	0.970088766870877	0.324658041697204	-1.655	-6.59	3.281	2.518	0	0.970088766870877	0.324658041697204	0.776762557009373	10	5	29	0.004833	48_48.61	49.913	48.502	1.411	56	47	9	23	0.626904119751645	2.31	-6.996	11.617	2.31	4.748	NA	0.521473673884793	10	8	35	0.005833	48_48.61	47	48.713	-1.713	51.5	48	3.5	18	0.281273106156065	-3.206	-9.027	2.615	-3.206	2.97	NA	1	1052000	1053000	non_coding	-	info702	info702
Gene205	0.496533367434459	NA	-2.321	-9.515	4.873	3.67	0	0.208170547315757	0.648205104537379	-2.321	-9.515	4.873	3.67	0	0.208170547315757	0.648205104537379	1	10	9	28	0.004667	48_48.61	49.13	48.567	0.564	44	48	-4	23	0.869119849729261	-0.814	-10.492	8.863	-0.814	4.938	NA	0.255169245021572	10	9	22	0.003667	48_48.61	47.333	48.691	-1.358	44	48.5	-4.5	18	0.446549812019698	-4.182	-14.938	6.573	-4.182	5.487	NA	1	306500	307500	protein_coding	+	info205	info205
Gene148	0.49726318997424	NA	2.227	-1.697	6.15	2.002	0	0.0154549319073471	0.901063601691088	2.227	-1.697	6.15	2.002	0	0.0154549319073471	0.901063601691088	0.447067254083671	10	10	48	0.008	48_48.61	51.062	48.472	2.591	49.5	48	1.5	16	0.327643287272201	2.124	-2.122	6.37	2.124	2.166	NA	0.33958989798299	10	8	28	0.004667	48_48.61	50.2	48.465	1.735	44	48	-4	25	0.589800275423117	2.829	-7.444	13.102	2.829	5.241	NA	1	221000	222000	non_coding	-	info148	info148
Gene572	0.498676160860556	NA	0.047	-5.2	5.293	2.677	0	0.335343312873182	0.562529562932565	0.047	-5.2	5.293	2.677	0	0.335343312873182	0.562529562932565	0.584700178926007	10	7	25	0.004167	48_48.61	51.5	48.469	3.031	49.5	48	1.5	14	0.643298913224459	1.991	-6.425	10.407	1.991	4.294	NA	0.333575499807201	10	9	34	0.005667	48_48.61	48.286	48.634	-0.349	49	48	1	21	0.728625796274321	-1.189	-7.897	5.52	-1.189	3.423	NA	1	857000	858000	non_coding	-	info572	info572
Gene1147	0.498822100556322	NA	5.798	-0.912	12.507	3.423	0	0.243969864393083	0.621353457945546	5.798	-0.912	12.507	3.423	0	0.243969864393083	0.621353457945546	0.207911152494354	10	9	32	0.005333	48_48.61	54.552	47.974	6.578	55	47	8	29	0.130117889237304	7.604	-2.215	17.422	7.604	5.009	NA	1	10	7	25	0.004167	48_48.61	54.941	48.23	6.711	58	48	10	17	0.369405319934272	4.215	-4.975	13.405	4.215	4.689	NA	1	1719500	1720500	protein_coding	+	info1147	info1147
Gene880	0.499806267714265	NA	-2.325	-13.568	8.918	5.736	53.2591535	5.19959474764754	0.0225921546479251	-1.243	-6.042	3.556	2.449	53.2591535	5.19959474764754	0.0225921546479251	0.329096141355804	10	10	37	0.006167	48_48.61	55.455	48.068	7.386	50.5	46.5	4	22	0.311896353688706	3.159	-2.953	9.27	3.159	3.118	NA	0.867258802160189	10	7	32	0.005333	48_48.61	41.905	49.115	-7.21	36	48	-12	21	0.0361650919787081	-8.325	-16.077	-0.573	-8.325	3.955	NA	1	1319000	1320000	non_coding	-	info880	info880
Gene1307	0.500805580295651	NA	2.542	-5.152	10.237	3.926	0	0.0932840580602293	0.76004294807877	2.542	-5.152	10.237	3.926	0	0.0932840580602293	0.76004294807877	0.696872894420612	10	6	30	0.005	48_48.61	52.917	48.236	4.681	51.5	46.5	5	24	0.708368971208039	1.757	-7.442	10.956	1.757	4.693	NA	0.319869180306522	10	5	16	0.002667	48_48.61	52.067	48.428	3.639	58	47	11	15	0.54206362341548	4.373	-9.669	18.416	4.373	7.165	NA	1	1959500	1960500	protein_coding	+	info1307	info1307
Gene816	0.50133178277537	NA	1.647	-3.853	7.148	2.806	0	0.659715310873609	0.416660467227944	1.647	-3.853	7.148	2.806	0	0.659715310873609	0.416660467227944	0.490579587325816	10	10	41	0.006833	48_48.61	52.217	48.31	3.907	48	48	0	23	0.35139125810839	3.117	-3.428	9.661	3.117	3.339	NA	0.888948450348837	10	6	24	0.004	48_48.61	45.7	48.818	-3.118	38	48	-10	20	0.715663084171667	-1.888	-12.039	8.262	-1.888	5.179	NA	1	1223000	1224000	non_coding	-	info816	info816
Gene269	0.501864900703384	NA	-2.429	-9.295	4.438	3.503	0	0.0124480926339066	0.911163550748783	-2.429	-9.295	4.438	3.503	0	0.0124480926339066	0.911163550748783	0.809196925659921	10	10	23	0.003833	48_48.61	43.857	48.968	-5.111	42	48	-6	21	0.613583247280595	-2.949	-14.384	8.486	-2.949	5.834	NA	0.241504667122766	10	9	35	0.005833	48_48.61	50.138	48.446	1.691	51	48	3	29	0.626413237757453	-2.135	-10.722	6.452	-2.135	4.381	NA	1	402500	403500	protein_coding	+	info269	info269
Gene178	0.503004939616423	NA	0.917	-7.544	9.377	4.317	24.927228	3.0176827101342	0.0823610742536985	1.078	-3.785	5.942	2.481	24.927228	3.0176827101342	0.0823610742536985	0.203229333199211	10	10	46	0.007667	48_48.61	55.303	47.783	7.52	54	47	7	33	0.132316570365468	5.154	-1.539	11.848	5.154	3.415	NA	0.354053538499864	10	8	34	0.005667	48_48.61	48.278	48.631	-0.353	54	47.5	6.5	18	0.335934000772975	-3.481	-10.561	3.598	-3.481	3.612	NA	1	266000	267000	non_coding	-	info178	info178
Gene993	0.503882922868491	NA	5.502	0.252	10.753	2.679	0	0.0810150756580219	0.775926495894512	5.502	0.252	10.753	2.679	0	0.0810150756580219	0.775926495894512	0.34205609996751	10	10	37	0.006167	48_48.61	55.875	47.978	7.897	59	47.5	11.5	24	0.209097184961603	4.747	-2.644	12.138	4.747	3.771	NA	0.330204285969491	10	9	36	0.006	48_48.61	56.167	47.953	8.214	64.5	47.5	17	24	0.100386622874238	6.272	-1.187	13.731	6.272	3.806	NA	1	1488500	1489500	protein_coding	+	info993	info993
Gene803	0.503969634247164	NA	2.509	-2.665	7.683	2.64	0	0.516977023017984	0.472134054316235	2.509	-2.665	7.683	2.64	0	0.516977023017984	0.472134054316235	0.410081382192127	10	10	40	0.006667	48_48.61	47.96	48.669	-0.709	44	48	-4	25	0.808363331237069	0.851	-6.018	7.72	0.851	3.505	NA	0.580078566903077	10	10	30	0.005	48_48.61	58.833	47.957	10.876	65.5	47	18.5	18	0.244280019161624	4.682	-3.184	12.548	4.682	4.013	NA	1	1203500	1204500	protein_coding	+	info803	info803
Gene849	0.504029047295941	NA	-2.478	-8.227	3.271	2.933	0	0.00678630477657706	0.934345310068658	-2.478	-8.227	3.271	2.933	0	0.00678630477657706	0.934345310068658	0.770702166635782	10	8	27	0.0045	48_48.61	46.158	48.776	-2.618	39	48	-9	19	0.540754122421232	-2.76	-11.594	6.074	-2.76	4.507	NA	0.38041363584284	10	9	36	0.006	48_48.61	49.185	48.553	0.632	51	48	3	27	0.557081872821801	-2.271	-9.843	5.301	-2.271	3.863	NA	1	1272500	1273500	protein_coding	+	info849	info849
Gene867	0.506125677052193	NA	1.262	-4.734	7.258	3.059	0	0.479743405979585	0.488538566155294	1.262	-4.734	7.258	3.059	0	0.479743405979585	0.488538566155294	0.671380104309498	10	10	29	0.004833	48_48.61	45.043	48.906	-3.863	34	48	-14	23	0.789716516808917	-1.273	-10.623	8.076	-1.273	4.77	NA	0.416608229678729	10	10	27	0.0045	48_48.61	45.294	48.809	-3.515	44	48	-4	17	0.447331338041459	3.033	-4.78	10.847	3.033	3.987	NA	1	1299500	1300500	protein_coding	+	info867	info867
Gene340	0.506627573036795	NA	-0.807	-9.631	8.018	4.502	0	0.0118944606108618	0.913153530044547	-0.807	-9.631	8.018	4.502	0	0.0118944606108618	0.913153530044547	1	10	4	16	0.002667	48_48.61	48.812	48.599	0.214	46	48	-2	16	0.984656146932594	-0.145	-14.951	14.66	-0.145	7.554	NA	0.245880068708154	10	7	21	0.0035	48_48.61	46.412	48.742	-2.33	45	48	-3	17	0.834735778555721	-1.171	-12.161	9.819	-1.171	5.607	NA	1	509000	510000	non_coding	-	info340	info340
Gene852	0.506683833601569	NA	2.875	-1.989	7.74	2.482	0	0.199234742210184	0.655339250355016	2.875	-1.989	7.74	2.482	0	0.199234742210184	0.655339250355016	0.325926246755342	10	10	37	0.006167	48_48.61	48.387	48.636	-0.249	39	49	-10	31	0.764776658901445	1.295	-7.18	9.77	1.295	4.324	NA	0.70876866186319	10	9	34	0.005667	48_48.61	62.471	47.777	14.693	80	47	33	17	0.229105669931099	3.652	-2.287	9.592	3.652	3.031	NA	1	1277000	1278000	non_coding	-	info852	info852
Gene445	0.507092446996577	NA	3.783	-1.053	8.619	2.467	0	3.32857227442568e-05	0.995396727889171	3.783	-1.053	8.619	2.467	0	3.32857227442568e-05	0.995396727889171	0.363791835193026	10	10	45	0.0075	48_48.61	54.407	48.037	6.371	55	46	9	27	0.239309781614041	3.771	-2.497	10.039	3.771	3.198	NA	0.746382658201165	10	8	25	0.004167	48_48.61	52.923	48.415	4.508	62	47	15	13	0.327888586821182	3.8	-3.8	11.4	3.8	3.878	NA	1	666500	667500	protein_coding	+	info445	info445
Gene312	0.50785172176614	NA	3.284	-2.076	8.645	2.735	0	0.00531016226329205	0.941908882484201	3.284	-2.076	8.645	2.735	0	0.00531016226329205	0.941908882484201	0.597348236741181	10	10	29	0.004833	48_48.61	58	47.975	10.025	60	47	13	19	0.387026723529215	3.501	-4.419	11.421	3.501	4.041	NA	0.702200232193626	10	9	34	0.005667	48_48.61	48.619	48.609	0.01	48	48	0	21	0.404601263599557	3.101	-4.181	10.382	3.101	3.715	NA	1	467000	468000	non_coding	-	info312	info312
Gene141	0.508806641379667	NA	-4.272	-10.701	2.157	3.28	0	0.2647455667675	0.606878471710599	-4.272	-10.701	2.157	3.28	0	0.2647455667675	0.606878471710599	0.773585149570507	10	9	25	0.004167	48_48.61	39.1	49.289	-10.189	43	48.5	-5.5	20	0.529051002050663	-2.768	-11.378	5.841	-2.768	4.393	NA	0.0277331382378611	10	9	33	0.0055	48_48.61	43.5	49.178	-5.678	35	49	-14	30	0.212114138257638	-6.166	-15.831	3.499	-6.166	4.931	NA	1	210500	211500	protein_coding	+	info141	info141
Gene943	0.510554674700681	NA	-1.017	-5.86	3.827	2.471	0	0.331391686553228	0.564840759452848	-1.017	-5.86	3.827	2.471	0	0.331391686553228	0.564840759452848	0.637030078077333	10	10	33	0.0055	48_48.61	45.25	48.799	-3.549	43	48	-5	16	0.489915601280987	-2.305	-8.838	4.229	-2.305	3.334	NA	0.320071467136892	10	9	41	0.006833	48_48.61	49.167	48.548	0.619	44	48	-4	30	0.880554438402764	0.554	-6.662	7.769	0.554	3.681	NA	1	1413500	1414500	protein_coding	+	info943	info943
Gene300	0.511182507419132	NA	-1.652	-7.868	4.564	3.171	0	0.0159759270848799	0.899418536341991	-1.652	-7.868	4.564	3.171	0	0.0159759270848799	0.899418536341991	0.476864808655778	10	8	18	0.003	48_48.61	48.818	48.602	0.216	35	48	-13	11	0.814382182198049	-1.168	-10.913	8.576	-1.168	4.972	NA	0.422029632930596	10	7	20	0.003333	48_48.61	46.6	48.679	-2.079	38	48.5	-10.5	10	0.630374323704267	-1.984	-10.055	6.088	-1.984	4.118	NA	1	449000	450000	non_coding	-	info300	info300
