SetID	MetaSKATO_P	METASKATO_exome_wide_check	RE_ORsum	RE_ORsum_L95	RE_ORsum_U95	RE_ORsum_SE	RE_tau2	RE_het	RE_hetP	FE_ORsum	FE_ORsum_L95	FE_ORsum_U95	FE_ORsum_SE	FE_tau2	FE_het	FE_hetP	cohort1_P.value	cohort1_N.Marker.All	cohort1_N.Marker.Test	cohort1_MAC	cohort1_m	cohort1_Method.bin	cohort1_MAP	cohort1_cases_cMAC	cohort1_cases_cMAF	cohort1_controls_cMAC	cohort1_controls_cMAF	cohort1_no_of_carriers	cohort1_enrichment_ratio	cohort1_P_regression	cohort1_OR_noOfMutations	cohort1_OR_L95	cohort1_OR_U95	cohort1_eff_estimate	cohort1_eff_stdErr	cohort1_exome_wide_check	cohort2_P.value	cohort2_N.Marker.All	cohort2_N.Marker.Test	cohort2_MAC	cohort2_m	cohort2_Method.bin	cohort2_MAP	cohort2_cases_cMAC	cohort2_cases_cMAF	cohort2_controls_cMAC	cohort2_controls_cMAF	cohort2_no_of_carriers	cohort2_enrichment_ratio	cohort2_P_regression	cohort2_OR_noOfMutations	cohort2_OR_L95	cohort2_OR_U95	cohort2_eff_estimate	cohort2_eff_stdErr	cohort2_exome_wide_check	chr	start	end	gene_type	strand	additional_info1	additional_info2
Gene1238	0.534509764996569	NA	1.223	0.678	2.208	0.301	0.044895	1.3099776984527	0.252398693215504	2.708	1.63	4.5	0.259	0.9937075	7.86105721762306	0.00505108493575046	0.27474990598033	10	10	29	22	ER.A	-1	19	0.006463	10	0.003268	22	1.978	0.170532650011616	1.562	0.825	2.955	0.446	0.325	NA	0.70636007848383	10	8	19	16	ER	1.28880262023749e-06	8	0.004124	11	0.00534	16	0.772	0.691955776050613	0.844	0.364	1.955	-0.17	0.429	NA	1	1856000	1857000	non_coding	-	info1238	info1238
Gene1269	0.534710539047941	NA	0.967	0.716	1.306	0.153	0	0.243134048641675	0.62195164685853	1.293	0.957	1.746	0.153	1.4722715	16.6327771200433	4.53603152709148e-05	0.479517400662236	10	7	38	12	ER.A	-1	18	0.006122	20	0.006536	12	0.937	0.990552449337897	0.998	0.72	1.383	-0.002	0.166	NA	0.453502209154716	10	8	15	9	ER	0.000250045205674142	5	0.002577	10	0.004854	9	0.531	0.590480593806743	0.806	0.368	1.768	-0.216	0.401	NA	1	1902500	1903500	protein_coding	+	info1269	info1269
Gene952	0.53507558145588	NA	0.919	0.266	3.171	0.632	0.6210145	4.28145046235139	0.0385304547787501	1.955	1.167	3.274	0.263	0.1396105	1.73770409511229	0.187429996182744	0.180098962662624	10	10	31	20	ER.A	-1	21	0.007143	10	0.003268	20	2.186	0.116418329425101	1.607	0.889	2.907	0.475	0.302	NA	0.207688269605664	10	6	13	8	ER	0.000803465645779411	3	0.001546	10	0.004854	8	0.319	0.136221423645568	0.45	0.157	1.286	-0.798	0.536	NA	1	1427000	1428000	non_coding	-	info952	info952
Gene711	0.535905016144244	NA	0.755	0.249	2.289	0.566	0.2827455	1.41044678079035	0.234982239255803	1.229	0.641	2.358	0.332	1.8288955	3.65491146765185	0.0559041261599792	0.791116735685568	10	9	28	24	ER.A	-1	14	0.004762	14	0.004575	24	1.041	0.980293734842341	1.009	0.51	1.996	0.009	0.348	NA	0.149257718506518	10	3	6	6	ER	0.00246306048353357	1	0.000515	5	0.002427	6	0.212	0.216587211991009	0.25	0.028	2.253	-1.385	1.121	NA	1	1065500	1066500	protein_coding	+	info711	info711
Gene1080	0.53728706389911	NA	1.142	0.757	1.721	0.209	0.032072	1.4296316141996	0.231824568641389	1.855	1.372	2.509	0.154	4.8019145	65.325713328868	6.66133814775094e-16	0.549197586014183	10	9	37	18	ER.A	-1	18	0.006122	19	0.006209	18	0.986	0.994403113456344	0.999	0.713	1.399	-0.001	0.172	NA	0.307964782659154	10	8	21	11	ER.A	-1	14	0.007216	7	0.003398	11	2.124	0.182782554331581	1.585	0.805	3.122	0.461	0.346	NA	1	1619000	1620000	non_coding	-	info1080	info1080
Gene100	0.540322966457312	NA	1.007	0.546	1.859	0.313	0.1059015	2.08482849401509	0.148768929995146	2.064	1.39	3.063	0.202	5.3473795	55.7772189243038	8.11573031000989e-14	0.456419670054795	10	10	38	24	ER.A	-1	14	0.004762	24	0.007843	24	0.607	0.298949665406739	0.779	0.487	1.247	-0.249	0.24	NA	0.446871568638919	10	6	17	8	ER	0.00110296666113705	12	0.006186	5	0.002427	8	2.549	0.29409854617394	1.475	0.713	3.051	0.389	0.371	NA	1	149000	150000	non_coding	-	info100	info100
Gene288	0.540638649422505	NA	0.975	0.644	1.477	0.212	0	0.50478312950943	0.477405962283084	2.201	1.454	3.333	0.212	0.891658	10.9357383625373	0.000943268859946778	0.578538087007008	10	9	24	13	ER.A	-1	13	0.004422	11	0.003595	13	1.23	0.684803740298461	1.126	0.635	1.999	0.119	0.293	NA	0.478644346454385	10	10	26	18	ER.A	-1	11	0.00567	15	0.007282	18	0.779	0.553291149356848	0.834	0.457	1.52	-0.182	0.306	NA	1	431000	432000	non_coding	-	info288	info288
Gene563	0.54081680168041	NA	0.925	0.576	1.486	0.242	0.042712	1.54194448850119	0.214328603869738	1.7	1.173	2.464	0.189	0.604468	8.66969706582078	0.00323544971456347	0.802424575716532	10	7	31	16	ER.A	-1	17	0.005782	14	0.004575	16	1.264	0.605513354575705	1.129	0.713	1.788	0.121	0.235	NA	0.0797565052463353	10	8	18	6	ER	0.0051846546195326	4	0.002062	14	0.006796	6	0.303	0.244690276641106	0.689	0.368	1.29	-0.372	0.32	NA	1	843500	844500	protein_coding	+	info563	info563
Gene927	0.543728636791929	NA	1.06	0.527	2.135	0.357	0.16308	2.77612232895511	0.0956795677709176	3.45	2.267	5.25	0.214	4.4653625	49.6327571935786	1.85396142882155e-12	0.35373322544882	10	9	26	15	ER.A	-1	9	0.003061	17	0.005556	15	0.551	0.325261400594767	0.74	0.407	1.348	-0.301	0.306	NA	0.262773814502735	10	9	26	12	ER.A	-1	18	0.009278	8	0.003883	12	2.389	0.167973873749211	1.511	0.84	2.718	0.413	0.3	NA	1	1389500	1390500	protein_coding	+	info927	info927
Gene1130	0.543759746263932	NA	0.825	0.546	1.247	0.21	0	0.236495567135716	0.626748737848804	1.695	1.122	2.56	0.21	2.134034	23.6719786670066	1.14233774628492e-06	0.489989888347161	10	9	41	31	MA	-1	16	0.005442	25	0.00817	31	0.666	0.309260611398536	0.762	0.451	1.287	-0.272	0.267	NA	0.854562096236475	10	7	13	7	ER	0.00374555967933047	6	0.003093	7	0.003398	7	0.91	0.859110201872263	0.941	0.482	1.839	-0.061	0.342	NA	1	1694000	1695000	non_coding	-	info1130	info1130
Gene640	0.54468857924429	NA	1.122	0.775	1.626	0.189	0	0.422783766601228	0.515551257172757	2.95	2.036	4.274	0.189	2.1968815	31.6962071302319	1.80273925787233e-08	0.682954876863878	10	7	27	15	ER.A	-1	14	0.004762	13	0.004248	15	1.121	0.968757327741081	0.989	0.582	1.682	-0.011	0.271	NA	0.443512883721506	10	10	28	15	ER.A	-1	18	0.009278	10	0.004854	15	1.911	0.373531637721908	1.264	0.754	2.119	0.235	0.264	NA	1	959000	960000	non_coding	-	info640	info640
Gene153	0.544800202194063	NA	0.825	0.526	1.294	0.23	0	0.803468990386714	0.37005821808902	1.573	1.003	2.467	0.23	0.8170835	8.13429349771673	0.00434357688705889	0.353220974510619	10	5	24	14	ER.A	-1	11	0.003741	13	0.004248	14	0.881	0.89475379054531	0.963	0.549	1.688	-0.038	0.287	NA	0.388751366003113	10	10	25	20	ER.A	-1	8	0.004124	17	0.008252	20	0.5	0.222337895013001	0.627	0.296	1.327	-0.467	0.383	NA	1	228500	229500	protein_coding	+	info153	info153
Gene391	0.544809579341532	NA	0.876	0.631	1.218	0.168	0	0.842055554618589	0.358809542217646	1.726	1.242	2.399	0.168	2.0522195	35.6114971413152	2.40861763867173e-09	0.395122367001128	10	10	45	22	MA	-1	17	0.005782	28	0.00915	22	0.632	0.235174882022567	0.775	0.509	1.18	-0.255	0.215	NA	0.645301909460492	10	10	20	11	ER	0.000223014130135101	11	0.00567	9	0.004369	11	1.298	0.820313112268044	1.063	0.628	1.8	0.061	0.269	NA	1	585500	586500	protein_coding	+	info391	info391
Gene1118	0.545652705194004	NA	0.843	0.581	1.223	0.19	0	0.028741031549003	0.86537836079234	1.365	0.941	1.981	0.19	1.5664	17.4426412777058	2.96108325816835e-05	0.635582439888782	10	7	33	13	ER.A	-1	13	0.004422	20	0.006536	13	0.677	0.490806741821105	0.859	0.558	1.323	-0.152	0.22	NA	0.653218612897839	10	8	19	13	ER	1.62469534449775e-05	7	0.003608	12	0.005825	13	0.619	0.549311035742401	0.798	0.381	1.671	-0.226	0.377	NA	1	1676000	1677000	non_coding	-	info1118	info1118
Gene1299	0.545887990461701	NA	0.909	0.471	1.757	0.336	0	0.000346378876090257	0.985151222841067	5.795	2.999	11.196	0.336	0	0.000262145816732608	0.987082081121969	0.0861449908185272	10	5	7	4	ER	0.0232741166898347	7	0.002381	0	0	4	Inf	0.985250678434672	1391107.827	0	Inf	14.146	765.182	NA	0.674018555594141	10	9	27	21	ER.A	-1	13	0.006701	14	0.006796	21	0.986	0.776975739029862	0.909	0.471	1.757	-0.095	0.336	NA	1	1947500	1948500	protein_coding	+	info1299	info1299
Gene470	0.545966496484244	NA	1.138	0.844	1.534	0.152	0	0.000119675631169279	0.991271607600449	1.562	1.159	2.105	0.152	2.980679	29.5371712510412	5.48545259215771e-08	0.664523375973439	10	10	52	25	MA	-1	29	0.009864	23	0.007516	25	1.312	0.425530072849299	1.139	0.827	1.567	0.13	0.163	NA	0.545114476832625	10	6	21	19	ER.A	-1	11	0.00567	10	0.004854	19	1.168	0.770376364231266	1.133	0.491	2.614	0.125	0.427	NA	1	704000	705000	non_coding	-	info470	info470
Gene631	0.547435296700522	NA	0.982	0.703	1.372	0.171	0	0.946786557825384	0.33053860237538	1.861	1.332	2.599	0.171	0.7084675	12.7427174408486	0.000357398043048907	0.625342037249207	10	10	44	24	MA	-1	24	0.008163	20	0.006536	24	1.249	0.591569112129233	1.126	0.73	1.738	0.119	0.221	NA	0.414726490509404	10	8	23	11	ER.A	-1	8	0.004124	15	0.007282	11	0.566	0.413805059990136	0.803	0.475	1.359	-0.219	0.268	NA	1	945500	946500	protein_coding	+	info631	info631
Gene40	0.548064191980594	NA	1.044	0.637	1.713	0.253	0	0.803719002075764	0.369983769954238	2.663	1.623	4.369	0.253	8.481714	51.8110695425831	6.11066752753686e-13	0.315833926403746	10	6	24	14	ER.A	-1	11	0.003741	13	0.004248	14	0.881	0.758732205223024	0.914	0.515	1.623	-0.09	0.293	NA	0.653214135030664	10	8	15	11	ER	5.51522942794253e-05	10	0.005155	5	0.002427	11	2.124	0.389770282194015	1.534	0.578	4.069	0.428	0.498	NA	1	59000	60000	non_coding	-	info40	info40
Gene127	0.549054052477802	NA	1.02	0.672	1.547	0.213	0	0.123046298220477	0.725753734381633	2.466	1.625	3.741	0.213	2.134621	24.3473077469949	8.04390872133354e-07	0.655532001448422	10	10	35	26	ER.A	-1	16	0.005442	19	0.006209	26	0.876	0.867480815560188	0.953	0.543	1.673	-0.048	0.287	NA	0.441797644419051	10	9	19	11	ER	0.000105577508431071	10	0.005155	9	0.004369	11	1.18	0.746950216171695	1.108	0.595	2.062	0.102	0.317	NA	1	189500	190500	protein_coding	+	info127	info127
Gene791	0.549901530210688	NA	0.82	0.535	1.257	0.218	0	0.0626047276291246	0.802425441330175	1.934	1.262	2.964	0.218	1.1110155	12.7085805520134	0.000363981600999597	0.759750855426867	10	8	24	17	ER.A	-1	10	0.003401	14	0.004575	17	0.743	0.649308020029341	0.867	0.47	1.601	-0.142	0.313	NA	0.587699151081728	10	8	20	9	ER	0.000372568549320739	7	0.003608	13	0.006311	9	0.572	0.409012584976058	0.778	0.429	1.411	-0.251	0.303	NA	1	1185500	1186500	protein_coding	+	info791	info791
Gene1263	0.550186363815563	NA	0.898	0.551	1.465	0.249	0	0.0711788943349802	0.78962798211886	2.025	1.242	3.301	0.249	1.533642	12.9794723583745	0.000314924704209241	0.478663176969163	10	9	27	21	ER.A	-1	13	0.004422	14	0.004575	21	0.967	0.87555725159165	0.95	0.501	1.801	-0.051	0.326	NA	0.728630945787336	10	9	23	19	ER.A	-1	10	0.005155	13	0.006311	19	0.817	0.630727816612139	0.83	0.389	1.772	-0.186	0.387	NA	1	1893500	1894500	protein_coding	+	info1263	info1263
Gene457	0.550288902804978	NA	1.157	0.818	1.637	0.177	0	0.509020665260472	0.475563110172252	2.148	1.518	3.037	0.177	1.0771175	16.6148114322164	4.57920126654132e-05	0.290242196289476	10	9	40	20	ER.A	-1	25	0.008503	15	0.004902	20	1.735	0.278860804425918	1.268	0.825	1.95	0.238	0.219	NA	0.980516031381306	10	8	20	11	ER	0.000138333456896533	9	0.004639	11	0.00534	11	0.869	0.92771408386137	0.973	0.541	1.752	-0.027	0.3	NA	1	684500	685500	protein_coding	+	info457	info457
Gene89	0.550892095051307	NA	1.058	0.693	1.617	0.216	0	0.167686347566526	0.682176262867727	2.433	1.592	3.718	0.216	1.2949705	14.7071628172831	0.000125568436243007	0.351138583626514	10	8	33	25	ER.A	-1	18	0.006122	15	0.004902	25	1.249	0.638747153588592	1.147	0.647	2.031	0.137	0.292	NA	0.882680946600689	10	9	24	15	ER.A	-1	11	0.00567	13	0.006311	15	0.898	0.89856798089734	0.96	0.51	1.804	-0.041	0.322	NA	1	132500	133500	protein_coding	+	info89	info89
Gene1079	0.550967888883094	NA	1.006	0.492	2.059	0.365	0.1695005	2.61367574257426	0.105945935838321	1.861	1.242	2.79	0.207	0.4792405	5.56245715917746	0.0183496419944024	0.290674292175722	10	9	47	33	MA	-1	29	0.009864	18	0.005882	33	1.677	0.196645242648197	1.37	0.849	2.211	0.315	0.244	NA	0.413852608157589	10	7	18	12	ER	5.75540143625957e-05	6	0.003093	12	0.005825	12	0.531	0.271758382696245	0.653	0.306	1.396	-0.426	0.388	NA	1	1617500	1618500	protein_coding	+	info1079	info1079
Gene837	0.552087023448957	NA	1.237	0.779	1.963	0.236	0	0.0860496990644181	0.769260531939414	2.57	1.62	4.079	0.236	2.6340565	20.620824891246	5.59838238967103e-06	0.563705436758743	10	9	29	17	ER.A	-1	18	0.006122	11	0.003595	17	1.703	0.357458853692085	1.293	0.748	2.237	0.257	0.28	NA	0.847011564510831	10	6	11	7	ER	0.0032719479071061	6	0.003093	5	0.002427	7	1.274	0.810530841463163	1.11	0.472	2.61	0.105	0.436	NA	1	1254500	1255500	protein_coding	+	info837	info837
Gene1028	0.55223631597385	NA	0.875	0.652	1.174	0.15	0	0.0251866589415919	0.873902832943461	1.701	1.267	2.283	0.15	1.1617195	26.3991604447019	2.77661142855656e-07	0.623664462347552	10	10	38	18	ER.A	-1	15	0.005102	23	0.007516	18	0.679	0.441408398815339	0.857	0.578	1.27	-0.155	0.201	NA	0.754133854707692	10	10	24	9	ER.A	-1	8	0.004124	16	0.007767	9	0.531	0.635905677943395	0.899	0.577	1.399	-0.107	0.226	NA	1	1541000	1542000	non_coding	-	info1028	info1028
Gene37	0.553495609400066	NA	1.164	0.652	2.08	0.296	0.0866955	1.94125278889112	0.16353257279185	3.104	2.072	4.65	0.206	0.4078935	5.42849853159115	0.0198107050497299	0.263069229593157	10	10	28	21	ER.A	-1	18	0.006122	10	0.003268	21	1.873	0.150468297211529	1.638	0.836	3.212	0.494	0.343	NA	0.568623828811421	10	10	28	17	ER.A	-1	13	0.006701	15	0.007282	17	0.92	0.687325707580904	0.901	0.544	1.494	-0.104	0.258	NA	1	54500	55500	protein_coding	+	info37	info37
Gene1305	0.554168360373906	NA	1.205	0.784	1.852	0.219	0	0.118840855678214	0.730295091088465	3.928	2.555	6.039	0.219	2.205024	23.0987467491143	1.53890972265369e-06	0.90016655349349	10	10	28	23	ER.A	-1	15	0.005102	13	0.004248	23	1.201	0.782001393685097	1.1	0.56	2.159	0.095	0.344	NA	0.353729104676296	10	10	23	12	ER.A	-1	14	0.007216	9	0.004369	12	1.652	0.382806185555507	1.282	0.734	2.242	0.249	0.285	NA	1	1956500	1957500	protein_coding	+	info1305	info1305
Gene1041	0.554896758546445	NA	0.892	0.596	1.333	0.205	0	0.698890437116169	0.403156774780627	1.575	1.053	2.355	0.205	0.897165	10.2601021830005	0.00135938150385362	0.599212730134218	10	10	39	26	ER.A	-1	19	0.006463	20	0.006536	26	0.989	0.990102329822251	1.003	0.616	1.633	0.003	0.249	NA	0.466436958076028	10	10	19	12	ER	5.28768865216358e-05	6	0.003093	13	0.006311	12	0.49	0.3139942487202	0.694	0.341	1.413	-0.365	0.363	NA	1	1560500	1561500	protein_coding	+	info1041	info1041
Gene379	0.55489956507391	NA	0.765	0.419	1.396	0.307	0	0.0276458300143827	0.867944196787017	2.72	1.49	4.966	0.307	1.2426355	6.57644506173809	0.0103337071845665	0.909313931533734	10	3	14	14	ER	9.41240644128085e-06	6	0.002041	8	0.002614	14	0.781	0.731944565278414	0.826	0.278	2.461	-0.191	0.557	NA	0.605009272560379	10	9	21	15	ER.A	-1	8	0.004124	13	0.006311	15	0.653	0.412123582627554	0.74	0.36	1.521	-0.302	0.368	NA	1	567500	568500	protein_coding	+	info379	info379
Gene479	0.557567799510705	NA	0.93	0.578	1.497	0.243	0	0.503065473814256	0.478156267524731	2.112	1.313	3.398	0.243	0.974734	9.19197135809525	0.00243078952815878	0.527923325641851	10	9	34	30	ER.A	-1	17	0.005782	17	0.005556	30	1.041	0.799987732242059	1.086	0.573	2.061	0.083	0.327	NA	0.566053413336854	10	7	18	11	ER	0.000126411692058997	7	0.003608	11	0.00534	11	0.676	0.466911296232514	0.768	0.378	1.562	-0.263	0.362	NA	1	717500	718500	protein_coding	+	info479	info479
Gene147	0.55856056698581	NA	1.193	0.803	1.774	0.202	0	0.177068480993936	0.673904740564263	2.907	1.956	4.321	0.202	2.674388	32.644880934773	1.1063040372683e-08	0.862311450207933	10	8	41	33	MA	-1	22	0.007483	19	0.006209	33	1.205	0.685986622035679	1.112	0.664	1.862	0.106	0.263	NA	0.433011438370711	10	10	27	20	ER.A	-1	15	0.007732	12	0.005825	20	1.327	0.377666898515958	1.321	0.711	2.455	0.279	0.316	NA	1	219500	220500	protein_coding	+	info147	info147
Gene189	0.558723425166097	NA	1.234	0.496	3.071	0.465	0.334206	4.30770943749165	0.0379400139460149	3.086	2.035	4.681	0.213	0.0948995000000001	1.9392409823978	0.163750970746942	0.0344971727992046	10	10	25	13	ER.A	-1	20	0.006803	5	0.001634	13	4.163	0.051982467101814	2.038	0.994	4.179	0.712	0.366	NA	0.566050933325826	10	10	33	18	ER.A	-1	13	0.006701	20	0.009709	18	0.69	0.397714539443345	0.802	0.48	1.338	-0.221	0.261	NA	1	282500	283500	protein_coding	+	info189	info189
Gene1075	0.558877424434011	NA	1.129	0.465	2.741	0.453	0.2967235	3.60983161014825	0.05743893522744	2.549	1.604	4.053	0.236	0.2612835	3.29811908227751	0.0693592617673744	0.107678808598916	10	8	38	31	ER.A	-1	25	0.008503	13	0.004248	31	2.002	0.0768801885316461	1.747	0.942	3.242	0.558	0.315	NA	0.560200543543974	10	7	25	18	ER.A	-1	9	0.004639	16	0.007767	18	0.597	0.330992863542136	0.706	0.35	1.424	-0.348	0.358	NA	1	1611500	1612500	protein_coding	+	info1075	info1075
Gene947	0.559136854328417	NA	1.304	0.618	2.753	0.381	0.1848	2.56820149013085	0.109031628427193	3.088	2.052	4.648	0.209	11.41176	97.839496953548	0	0.800949862398155	10	9	36	20	ER.A	-1	16	0.005442	20	0.006536	20	0.833	0.848962159557707	0.955	0.596	1.53	-0.046	0.24	NA	0.133090830627202	10	7	18	11	ER	5.73906080398832e-05	13	0.006701	5	0.002427	11	2.761	0.0833191598139711	2.078	0.908	4.756	0.732	0.422	NA	1	1419500	1420500	protein_coding	+	info947	info947
Gene1212	0.560088049452424	NA	1.175	0.671	2.058	0.286	0	0.354316934412671	0.551679532225976	3.65	2.083	6.394	0.286	9.0928555	46.5770807749179	8.80839845507353e-12	0.362827909535922	10	9	26	20	ER.A	-1	13	0.004422	13	0.004248	20	1.041	0.875122743835738	1.055	0.543	2.049	0.053	0.339	NA	0.716474233562601	10	8	15	14	ER	1.10043768831545e-05	9	0.004639	6	0.002913	14	1.593	0.420936778824869	1.536	0.54	4.364	0.429	0.533	NA	1	1817000	1818000	non_coding	-	info1212	info1212
Gene416	0.560796813205537	NA	0.81	0.494	1.328	0.253	0	0.229359800534178	0.631998933538374	1.845	1.125	3.027	0.253	2.768889	21.4858576068541	3.5644778656474e-06	0.534952249786631	10	8	20	9	ER	0.000452957443216312	6	0.002041	14	0.004575	9	0.446	0.340442062262972	0.737	0.393	1.381	-0.306	0.321	NA	0.93835684397378	10	8	21	17	ER.A	-1	9	0.004639	12	0.005825	17	0.796	0.889237778253818	0.945	0.424	2.104	-0.057	0.409	NA	1	623000	624000	non_coding	-	info416	info416
Gene635	0.561267137676565	NA	1.118	0.722	1.729	0.223	0.0271105	1.25949518540498	0.261746666729143	1.965	1.385	2.788	0.178	6.725734	65.3771081800257	6.66133814775094e-16	0.328889810872542	10	7	35	17	ER.A	-1	17	0.005782	18	0.005882	17	0.983	0.929651392097335	0.983	0.666	1.45	-0.018	0.198	NA	0.344915876149324	10	7	19	14	ER	4.65279733102989e-06	12	0.006186	7	0.003398	14	1.82	0.229161952879359	1.641	0.732	3.678	0.495	0.412	NA	1	951500	952500	protein_coding	+	info635	info635
Gene187	0.561913979223327	NA	0.744	0.319	1.736	0.432	0.1436495	1.44750832168998	0.228928184525383	1.289	0.706	2.353	0.307	0.9083135	3.82965029431602	0.050353437548578	0.691289280398204	10	6	21	15	ER.A	-1	10	0.003401	11	0.003595	15	0.946	0.936794023922135	0.974	0.501	1.891	-0.027	0.339	NA	0.258542986198794	10	6	9	7	ER	0.00288815372896817	2	0.001031	7	0.003398	7	0.303	0.172364604932238	0.371	0.089	1.541	-0.991	0.726	NA	1	279500	280500	protein_coding	+	info187	info187
Gene567	0.563046722753021	NA	0.932	0.464	1.871	0.356	0.184344	3.66670524244879	0.0555098131745547	2.821	1.969	4.04	0.183	3.1490565	46.5539940400417	8.91287044169076e-12	0.15725252348657	10	7	32	18	ER.A	-1	9	0.003061	23	0.007516	18	0.407	0.11925963696963	0.642	0.368	1.121	-0.443	0.284	NA	0.376616537693544	10	10	29	11	ER.A	-1	20	0.010309	9	0.004369	11	2.36	0.26187005297343	1.309	0.818	2.094	0.269	0.24	NA	1	849500	850500	protein_coding	+	info567	info567
Gene570	0.563829695058583	NA	1.278	0.451	3.624	0.532	0.4190715	3.55331340991967	0.0594266717911713	2.977	1.918	4.62	0.224	23.1876495	142.277410687358	0	0.616217161852128	10	9	34	20	ER.A	-1	13	0.004422	21	0.006863	20	0.644	0.42262207217118	0.819	0.503	1.334	-0.2	0.249	NA	0.111132319243701	10	8	17	14	ER	3.38157904288023e-06	12	0.006186	5	0.002427	14	2.549	0.0884361441765605	2.411	0.876	6.634	0.88	0.516	NA	1	854000	855000	non_coding	-	info570	info570
Gene550	0.563881621274295	NA	1.2	0.785	1.833	0.216	0	0.0855972122784446	0.769850837727049	1.881	1.231	2.874	0.216	4.100262	22.6648763463728	1.92861219661111e-06	0.534068960544521	10	10	46	27	MA	-1	26	0.008844	20	0.006536	27	1.353	0.372039292407712	1.232	0.779	1.947	0.208	0.234	NA	0.236192701922951	10	6	14	14	ER	1.24350531023759e-05	7	0.003608	7	0.003398	14	1.062	0.961395846820715	1.028	0.337	3.137	0.028	0.569	NA	1	824000	825000	non_coding	-	info550	info550
Gene1105	0.563909387765768	NA	1.19	0.793	1.785	0.207	0	0.780859339492204	0.376878452031559	2.123	1.415	3.184	0.207	1.19315	12.4165562311921	0.000425544244333276	0.349048290581391	10	10	45	31	MA	-1	27	0.009184	18	0.005882	31	1.561	0.236944866861424	1.336	0.827	2.159	0.29	0.245	NA	0.941860145405427	10	9	20	15	ER	2.68869699125699e-06	9	0.004639	11	0.00534	15	0.869	0.766788111220595	0.892	0.418	1.901	-0.114	0.386	NA	1	1656500	1657500	protein_coding	+	info1105	info1105
Gene997	0.564138226823176	NA	1.225	0.769	1.951	0.237	0	0.47213399627511	0.492007065201998	3.523	2.213	5.61	0.237	4.872528	41.5125715045896	1.17115428466263e-10	0.298349011123233	10	8	23	14	ER.A	-1	12	0.004082	11	0.003595	14	1.135	0.798261473350391	1.08	0.6	1.943	0.077	0.3	NA	0.413918866525274	10	10	22	16	ER.A	-1	14	0.007216	8	0.003883	16	1.858	0.286428813444785	1.513	0.707	3.237	0.414	0.388	NA	1	1494500	1495500	protein_coding	+	info997	info997
Gene318	0.564476225233438	NA	1.155	0.816	1.634	0.177	0	0.03499830177918	0.851599217882758	1.509	1.066	2.136	0.177	6.15981949999999	27.3163112507663	1.72748015225821e-07	0.479252663759201	10	10	38	20	ER.A	-1	25	0.008503	13	0.004248	20	2.002	0.405392755861124	1.165	0.813	1.67	0.153	0.184	NA	0.554055856563657	10	5	8	7	ER	0.00344334470980854	4	0.002062	4	0.001942	7	1.062	0.969975820510157	1.025	0.282	3.729	0.025	0.659	NA	1	476000	477000	non_coding	-	info318	info318
Gene716	0.564936886150606	NA	1.111	0.766	1.612	0.19	0.0038685	1.04703686591119	0.306190511567517	1.88	1.311	2.696	0.184	0.8879805	11.7969031175527	0.000593293311183407	0.349458377045357	10	9	40	23	ER.A	-1	25	0.008503	15	0.004902	23	1.735	0.293835809393499	1.257	0.82	1.925	0.229	0.218	NA	0.802995334012825	10	9	26	18	ER.A	-1	10	0.005155	16	0.007767	18	0.664	0.58556980507766	0.83	0.425	1.622	-0.186	0.342	NA	1	1073000	1074000	non_coding	-	info716	info716
Gene87	0.565038263711031	NA	0.804	0.484	1.335	0.259	0	0.286373870559496	0.592553665161066	2.131	1.283	3.539	0.259	0.9342765	7.87433042940813	0.00501414336171546	0.947743179747428	10	7	30	30	ER.A	-1	14	0.004762	16	0.005229	30	0.911	0.874470483601471	0.94	0.438	2.02	-0.062	0.39	NA	0.492477122164383	10	9	25	17	ER.A	-1	9	0.004639	16	0.007767	17	0.597	0.324105804074831	0.711	0.361	1.401	-0.341	0.346	NA	1	129500	130500	protein_coding	+	info87	info87
Gene705	0.56534293930289	NA	1.057	0.679	1.646	0.226	0	0.0565975527743085	0.81195679263695	1.603	1.029	2.496	0.226	4.563614	20.9289675712027	4.76632193158188e-06	0.814106027146719	10	10	26	11	ER.A	-1	14	0.004762	12	0.003922	11	1.214	0.754653547531764	1.079	0.671	1.734	0.076	0.242	NA	0.195623052945359	10	4	7	5	ER	0.00871306588088551	3	0.001546	4	0.001942	5	0.796	0.893428312601772	0.919	0.266	3.172	-0.085	0.632	NA	1	1056500	1057500	protein_coding	+	info705	info705
Gene367	0.56556321671665	NA	0.837	0.55	1.275	0.214	0	0.384554430000214	0.53517580498299	2.19	1.438	3.333	0.214	1.862856	20.9479151050479	4.71941169688517e-06	0.432326303698281	10	8	26	18	ER.A	-1	9	0.003061	17	0.005556	18	0.551	0.311381917078268	0.72	0.382	1.359	-0.328	0.324	NA	0.950027082835326	10	8	25	15	ER.A	-1	11	0.00567	14	0.006796	15	0.834	0.833346799555605	0.942	0.537	1.65	-0.06	0.286	NA	1	549500	550500	protein_coding	+	info367	info367
