SetID	P.value	N.Marker.All	N.Marker.Test	MAC	m	Method.bin	MAP	cases_cMAC	cases_cMAF	controls_cMAC	controls_cMAF	no_of_carriers	enrichment_ratio	P_regression	OR_noOfMutations	OR_L95	OR_U95	eff_estimate	eff_stdErr	chr	start	end	gene_type	strand	additional_info1	additional_info2	exome_wide_check
Gene944	0.598183373815487	10	9	26	19	ER.A	-1	12	0.006186	14	0.006796	19	0.91	0.976354508171397	0.99	0.506	1.937	-0.01	0.342	1	1415000	1416000	non_coding	-	info944	info944	NA
Gene1358	0.598275562119733	10	5	13	9	ER	0.000358829115004752	8	0.004124	5	0.002427	9	1.699	0.392256271657137	1.499	0.593	3.786	0.405	0.473	1	2036000	2037000	non_coding	-	info1358	info1358	NA
Gene676	0.600932079363742	10	8	25	17	ER.A	-1	16	0.008247	9	0.004369	17	1.888	0.367212259066408	1.347	0.705	2.572	0.298	0.33	1	1013000	1014000	non_coding	-	info676	info676	NA
Gene917	0.600944310415351	10	7	14	5	ER	0.0115094443473225	10	0.005155	4	0.001942	5	2.654	0.502679132384027	1.251	0.65	2.41	0.224	0.334	1	1374500	1375500	protein_coding	+	info917	info917	NA
Gene847	0.601114789754903	10	5	13	8	ER	0.000845133559327683	4	0.002062	9	0.004369	8	0.472	0.424970617201524	0.702	0.294	1.676	-0.354	0.444	1	1269500	1270500	protein_coding	+	info847	info847	NA
Gene532	0.60143787583578	10	10	19	9	ER	0.000852506838421814	7	0.003608	12	0.005825	9	0.619	0.520951036993518	0.856	0.532	1.377	-0.156	0.243	1	797000	798000	non_coding	-	info532	info532	NA
Gene1025	0.60172919859148	10	6	12	9	ER	0.000798297541213224	4	0.002062	8	0.003883	9	0.531	0.384449139155451	0.662	0.261	1.678	-0.413	0.475	1	1536500	1537500	protein_coding	+	info1025	info1025	NA
Gene908	0.602127613652968	10	10	26	21	ER.A	-1	11	0.00567	15	0.007282	21	0.779	0.639460707486422	0.844	0.415	1.717	-0.17	0.363	1	1361000	1362000	non_coding	-	info908	info908	NA
Gene685	0.602435210818187	10	7	20	10	ER	0.000184837601352834	10	0.005155	10	0.004854	10	1.062	0.951752666021722	0.982	0.545	1.769	-0.018	0.3	1	1026500	1027500	protein_coding	+	info685	info685	NA
Gene1072	0.602829435535959	10	9	19	11	ER	0.000129054072532058	12	0.006186	7	0.003398	11	1.82	0.400009515615722	1.317	0.693	2.504	0.276	0.328	1	1607000	1608000	non_coding	-	info1072	info1072	NA
Gene702	0.603207392614146	10	8	23	12	ER.A	-1	8	0.004124	15	0.007282	12	0.566	0.447380059293697	0.811	0.472	1.393	-0.21	0.276	1	1052000	1053000	non_coding	-	info702	info702	NA
Gene48	0.604562304906162	10	5	14	5	ER	0.00954219302064943	9	0.004639	5	0.002427	5	1.911	0.474823120567862	1.244	0.683	2.265	0.218	0.306	1	71000	72000	non_coding	-	info48	info48	NA
Gene379	0.605009272560379	10	9	21	15	ER.A	-1	8	0.004124	13	0.006311	15	0.653	0.412123582627554	0.74	0.36	1.521	-0.302	0.368	1	567500	568500	protein_coding	+	info379	info379	NA
Gene358	0.605027875951059	10	6	18	14	ER	1.10832759668878e-05	11	0.00567	7	0.003398	14	1.669	0.516537567874441	1.323	0.568	3.086	0.28	0.432	1	536000	537000	non_coding	-	info358	info358	NA
Gene1366	0.605412935257016	10	9	26	21	ER.A	-1	10	0.005155	16	0.007767	21	0.664	0.422033251432754	0.745	0.364	1.527	-0.294	0.366	1	2048000	2049000	non_coding	-	info1366	info1366	NA
Gene7	0.605884682048962	10	10	28	19	ER.A	-1	13	0.006701	15	0.007282	19	0.92	0.889160205828162	0.957	0.516	1.776	-0.044	0.316	1	9500	10500	protein_coding	+	info7	info7	NA
Gene788	0.605899538587104	10	10	25	17	ER.A	-1	10	0.005155	15	0.007282	17	0.708	0.431573454198462	0.772	0.405	1.471	-0.259	0.329	1	1181000	1182000	non_coding	-	info788	info788	NA
Gene411	0.606055602750578	10	10	26	14	ER.A	-1	15	0.007732	11	0.00534	14	1.448	0.436820346657361	1.266	0.698	2.295	0.236	0.303	1	615500	616500	protein_coding	+	info411	info411	NA
Gene2	0.606767852730666	10	10	32	16	ER.A	-1	19	0.009794	13	0.006311	16	1.552	0.476893076780068	1.183	0.744	1.881	0.168	0.237	1	2000	3000	non_coding	-	info2	info2	NA
Gene1027	0.607972652860431	10	7	19	8	ER	0.000738475093018874	10	0.005155	9	0.004369	8	1.18	0.640192803172348	1.122	0.692	1.82	0.115	0.247	1	1539500	1540500	protein_coding	+	info1027	info1027	NA
Gene401	0.60930450173332	10	7	17	16	ER	3.05133010677563e-06	7	0.003608	10	0.004854	16	0.743	0.464952977035348	0.698	0.266	1.832	-0.36	0.492	1	600500	601500	protein_coding	+	info401	info401	NA
Gene121	0.611399156333592	10	8	25	20	ER.A	-1	14	0.007216	11	0.00534	20	1.351	0.445846014654206	1.313	0.652	2.645	0.272	0.357	1	180500	181500	protein_coding	+	info121	info121	NA
Gene481	0.611927779823719	10	10	27	20	ER.A	-1	16	0.008247	11	0.00534	20	1.544	0.365517085203223	1.358	0.7	2.636	0.306	0.338	1	720500	721500	protein_coding	+	info481	info481	NA
Gene1401	0.612958302021422	10	10	40	19	ER.A	-1	16	0.008247	24	0.01165	19	0.708	0.423760462203316	0.845	0.559	1.277	-0.169	0.211	1	2100500	2101500	protein_coding	+	info1401	info1401	NA
Gene995	0.61429400647983	10	6	19	15	ER	3.67523327311099e-06	7	0.003608	12	0.005825	15	0.619	0.438566712691063	0.718	0.311	1.66	-0.331	0.427	1	1491500	1492500	protein_coding	+	info995	info995	NA
Gene624	0.614547840241516	10	9	24	10	ER.A	-1	14	0.007216	10	0.004854	10	1.487	0.504762676340381	1.199	0.703	2.045	0.182	0.272	1	935000	936000	non_coding	-	info624	info624	NA
Gene852	0.614772141179154	10	9	25	11	ER.A	-1	14	0.007216	11	0.00534	11	1.351	0.636765098010178	1.115	0.71	1.751	0.109	0.23	1	1277000	1278000	non_coding	-	info852	info852	NA
Gene568	0.616294162047245	10	10	28	12	ER.A	-1	16	0.008247	12	0.005825	12	1.416	0.523946444412398	1.155	0.741	1.802	0.144	0.227	1	851000	852000	non_coding	-	info568	info568	NA
Gene195	0.616608302648924	10	8	21	13	ER.A	-1	8	0.004124	13	0.006311	13	0.653	0.416539937725127	0.76	0.392	1.474	-0.275	0.338	1	291500	292500	protein_coding	+	info195	info195	NA
Gene329	0.616861410083091	10	9	18	17	ER	7.25749241510356e-07	7	0.003608	11	0.00534	17	0.676	0.423898185818346	0.668	0.249	1.795	-0.403	0.504	1	492500	493500	protein_coding	+	info329	info329	NA
Gene359	0.617845759080909	10	9	21	15	ER.A	-1	9	0.004639	12	0.005825	15	0.796	0.542503786799998	0.814	0.421	1.577	-0.205	0.337	1	537500	538500	protein_coding	+	info359	info359	NA
Gene304	0.617849208791369	10	6	9	7	ER	0.00253804643496808	4	0.002062	5	0.002427	7	0.85	0.64818321048223	0.768	0.247	2.387	-0.264	0.579	1	455000	456000	non_coding	-	info304	info304	NA
Gene789	0.618091272892493	10	6	16	14	ER	4.58895246339458e-06	7	0.003608	9	0.004369	14	0.826	0.900574360492902	0.942	0.369	2.402	-0.06	0.478	1	1182500	1183500	protein_coding	+	info789	info789	NA
Gene898	0.618636798975645	10	10	22	15	ER.A	-1	10	0.005155	12	0.005825	15	0.885	0.989534460614734	0.996	0.513	1.932	-0.004	0.338	1	1346000	1347000	non_coding	-	info898	info898	NA
Gene1347	0.620315100150982	10	4	8	7	ER	0.00198906552514059	3	0.001546	5	0.002427	7	0.637	0.505876948272869	0.64	0.172	2.383	-0.446	0.671	1	2019500	2020500	protein_coding	+	info1347	info1347	NA
Gene804	0.622146705343851	10	10	24	15	ER.A	-1	10	0.005155	14	0.006796	15	0.759	0.695737595319529	0.892	0.504	1.581	-0.114	0.292	1	1205000	1206000	non_coding	-	info804	info804	NA
Gene275	0.622550343914206	10	3	9	7	ER	0.00112639110525385	3	0.001546	6	0.002913	7	0.531	0.581765485356879	0.714	0.216	2.364	-0.336	0.611	1	411500	412500	protein_coding	+	info275	info275	NA
Gene188	0.622586972577488	10	7	16	16	ER	2.10193539204067e-06	8	0.004124	8	0.003883	16	1.062	0.913480109235024	0.944	0.331	2.691	-0.058	0.535	1	281000	282000	non_coding	-	info188	info188	NA
Gene1218	0.62462817257425	10	10	19	15	ER	9.47271536349378e-07	6	0.003093	13	0.006311	15	0.49	0.359355515098541	0.662	0.274	1.6	-0.413	0.451	1	1826000	1827000	non_coding	-	info1218	info1218	NA
Gene421	0.626355283553475	10	8	21	17	ER.A	-1	11	0.00567	10	0.004854	17	1.168	0.799213644083313	1.101	0.523	2.319	0.097	0.38	1	630500	631500	protein_coding	+	info421	info421	NA
Gene766	0.628080304786326	10	10	18	13	ER	9.93127517302603e-06	8	0.004124	10	0.004854	13	0.85	0.969130905996201	1.014	0.497	2.071	0.014	0.364	1	1148000	1149000	non_coding	-	info766	info766	NA
Gene673	0.628710788605561	10	7	21	10	ER.A	-1	14	0.007216	7	0.003398	10	2.124	0.476870263942255	1.235	0.69	2.209	0.211	0.297	1	1008500	1009500	protein_coding	+	info673	info673	NA
Gene1193	0.628920964558038	10	6	15	14	ER	1.01576818260088e-05	7	0.003608	8	0.003883	14	0.929	0.700846499840866	0.821	0.3	2.244	-0.197	0.513	1	1788500	1789500	protein_coding	+	info1193	info1193	NA
Gene1156	0.633351871075364	10	10	21	13	ER.A	-1	12	0.006186	9	0.004369	13	1.416	0.480302600617581	1.263	0.66	2.415	0.233	0.331	1	1733000	1734000	non_coding	-	info1156	info1156	NA
Gene679	0.635224433019036	10	9	24	15	ER.A	-1	14	0.007216	10	0.004854	15	1.487	0.475991191321518	1.238	0.688	2.229	0.214	0.3	1	1017500	1018500	protein_coding	+	info679	info679	NA
Gene664	0.635778700644646	10	9	14	9	ER	0.000241509167439544	8	0.004124	6	0.002913	9	1.416	0.457899937263891	1.338	0.621	2.884	0.291	0.392	1	995000	996000	non_coding	-	info664	info664	NA
Gene1261	0.636855874098078	10	8	17	14	ER	1.58760166367394e-05	10	0.005155	7	0.003398	14	1.517	0.450355252279013	1.375	0.601	3.144	0.319	0.422	1	1890500	1891500	protein_coding	+	info1261	info1261	NA
Gene767	0.636903978705092	10	8	20	9	ER	0.000519217787146603	7	0.003608	13	0.006311	9	0.572	0.464854843725766	0.795	0.429	1.471	-0.23	0.314	1	1149500	1150500	protein_coding	+	info767	info767	NA
Gene471	0.637679746878696	10	5	18	11	ER	9.85391954986954e-05	10	0.005155	8	0.003883	11	1.328	0.598626907688668	1.197	0.613	2.334	0.179	0.341	1	705500	706500	protein_coding	+	info471	info471	NA
Gene864	0.64009685302785	10	7	12	9	ER	0.000254681049238499	7	0.003608	5	0.002427	9	1.487	0.431751956037737	1.483	0.555	3.957	0.394	0.501	1	1295000	1296000	non_coding	-	info864	info864	NA
Gene1375	0.640496662139536	10	10	22	10	ER.A	-1	7	0.003608	15	0.007282	10	0.495	0.465842034125735	0.819	0.479	1.401	-0.2	0.274	1	2061500	2062500	protein_coding	+	info1375	info1375	NA
Gene205	0.640710551926766	10	9	13	11	ER	0.000128082387560262	7	0.003608	6	0.002913	11	1.239	0.884987893717556	1.076	0.398	2.907	0.073	0.507	1	306500	307500	protein_coding	+	info205	info205	NA
Gene124	0.641318613464757	10	9	27	12	ER.A	-1	9	0.004639	18	0.008738	12	0.531	0.479117111591174	0.822	0.478	1.414	-0.196	0.277	1	185000	186000	non_coding	-	info124	info124	NA
Gene302	0.64149555246581	10	10	17	7	ER	0.00216232902210955	7	0.003608	10	0.004854	7	0.743	0.587179693231263	0.846	0.462	1.548	-0.168	0.309	1	452000	453000	non_coding	-	info302	info302	NA
Gene91	0.642165822355757	10	10	28	16	ER.A	-1	14	0.007216	14	0.006796	16	1.062	0.900942153368757	1.032	0.627	1.698	0.032	0.254	1	135500	136500	protein_coding	+	info91	info91	NA
Gene242	0.643111079233062	10	10	13	7	ER	0.00156669642692702	9	0.004639	4	0.001942	7	2.389	0.439218043911738	1.415	0.587	3.409	0.347	0.449	1	362000	363000	non_coding	-	info242	info242	NA
Gene557	0.643484358411206	10	7	15	13	ER	2.02573170291558e-05	9	0.004639	6	0.002913	13	1.593	0.408389450622122	1.483	0.582	3.777	0.394	0.477	1	834500	835500	protein_coding	+	info557	info557	NA
Gene1073	0.643860570976465	10	8	24	15	ER.A	-1	10	0.005155	14	0.006796	15	0.759	0.555172151065246	0.84	0.471	1.499	-0.174	0.296	1	1608500	1609500	protein_coding	+	info1073	info1073	NA
Gene831	0.643935579399912	10	10	16	7	ER	0.00197142713223456	5	0.002577	11	0.00534	7	0.483	0.501058297610057	0.81	0.438	1.497	-0.211	0.314	1	1245500	1246500	protein_coding	+	info831	info831	NA
Gene326	0.644376728229603	10	9	25	19	ER.A	-1	14	0.007216	11	0.00534	19	1.351	0.588909031899374	1.182	0.645	2.166	0.167	0.309	1	488000	489000	non_coding	-	info326	info326	NA
Gene391	0.645301909460492	10	10	20	11	ER	0.000223014130135101	11	0.00567	9	0.004369	11	1.298	0.820313112268044	1.063	0.628	1.8	0.061	0.269	1	585500	586500	protein_coding	+	info391	info391	NA
Gene773	0.645611861096605	10	9	19	13	ER	2.13476264367136e-05	12	0.006186	7	0.003398	13	1.82	0.39960500983345	1.395	0.643	3.028	0.333	0.395	1	1158500	1159500	protein_coding	+	info773	info773	NA
Gene1272	0.646461358801229	10	8	8	4	ER	0.0291317980320358	5	0.002577	3	0.001456	4	1.77	0.682970620218293	1.231	0.455	3.332	0.208	0.508	1	1907000	1908000	non_coding	-	info1272	info1272	NA
Gene525	0.648213793792658	10	6	15	11	ER	0.000137583914224243	6	0.003093	9	0.004369	11	0.708	0.428714970730016	0.701	0.291	1.69	-0.355	0.449	1	786500	787500	protein_coding	+	info525	info525	NA
Gene1054	0.648379680086895	10	3	8	8	ER	0.0013018265398723	3	0.001546	5	0.002427	8	0.637	0.500903262626869	0.602	0.137	2.641	-0.508	0.755	1	1580000	1581000	non_coding	-	info1054	info1054	NA
Gene1038	0.649774989902141	10	10	36	25	ER.A	-1	16	0.008247	20	0.009709	25	0.849	0.709100616502738	0.909	0.552	1.499	-0.095	0.255	1	1556000	1557000	non_coding	-	info1038	info1038	NA
Gene1107	0.652174970340795	10	7	13	8	ER	0.000537031430754674	10	0.005155	3	0.001456	8	3.541	0.401330074179024	1.544	0.56	4.263	0.435	0.518	1	1659500	1660500	protein_coding	+	info1107	info1107	NA
Gene40	0.653214135030664	10	8	15	11	ER	5.51522942794253e-05	10	0.005155	5	0.002427	11	2.124	0.389770282194015	1.534	0.578	4.069	0.428	0.498	1	59000	60000	non_coding	-	info40	info40	NA
Gene1118	0.653218612897839	10	8	19	13	ER	1.62469534449775e-05	7	0.003608	12	0.005825	13	0.619	0.549311035742401	0.798	0.381	1.671	-0.226	0.377	1	1676000	1677000	non_coding	-	info1118	info1118	NA
Gene1394	0.653444324479461	10	10	22	12	ER.A	-1	12	0.006186	10	0.004854	12	1.274	0.549579517313596	1.177	0.69	2.006	0.163	0.272	1	2090000	2091000	non_coding	-	info1394	info1394	NA
Gene28	0.655851931169728	10	8	23	15	ER.A	-1	13	0.006701	10	0.004854	15	1.381	0.408621598650786	1.324	0.68	2.579	0.281	0.34	1	41000	42000	non_coding	-	info28	info28	NA
Gene759	0.659357896108229	10	8	19	11	ER	0.000100577023280678	11	0.00567	8	0.003883	11	1.46	0.515162224692982	1.254	0.634	2.478	0.226	0.348	1	1137500	1138500	protein_coding	+	info759	info759	NA
Gene417	0.659830990915374	10	9	19	10	ER	0.000470646394173758	11	0.00567	8	0.003883	10	1.46	0.648356031832715	1.164	0.605	2.24	0.152	0.334	1	624500	625500	protein_coding	+	info417	info417	NA
Gene1433	0.662063202453279	10	7	11	8	ER	0.000831483152626047	8	0.004124	3	0.001456	8	2.832	0.348873512181936	1.659	0.575	4.783	0.506	0.54	1	2148500	2149500	protein_coding	+	info1433	info1433	NA
Gene763	0.663549969683785	10	9	27	12	ER.A	-1	15	0.007732	12	0.005825	12	1.327	0.532968768991989	1.174	0.709	1.946	0.161	0.258	1	1143500	1144500	protein_coding	+	info763	info763	NA
Gene718	0.664393411659827	10	9	26	22	ER.A	-1	11	0.00567	15	0.007282	22	0.779	0.433558029785314	0.745	0.357	1.556	-0.294	0.376	1	1076000	1077000	non_coding	-	info718	info718	NA
Gene1014	0.665386286383024	10	10	34	14	ER.A	-1	18	0.009278	16	0.007767	14	1.195	0.886606117068934	1.027	0.713	1.479	0.027	0.186	1	1520000	1521000	non_coding	-	info1014	info1014	NA
Gene375	0.665648238379583	10	9	21	16	ER.A	-1	12	0.006186	9	0.004369	16	1.416	0.548374385430005	1.266	0.586	2.732	0.236	0.393	1	561500	562500	protein_coding	+	info375	info375	NA
Gene506	0.666381234798974	10	8	17	13	ER	2.60467313162236e-05	9	0.004639	8	0.003883	13	1.195	0.76224507027783	1.12	0.537	2.337	0.114	0.375	1	758000	759000	non_coding	-	info506	info506	NA
Gene761	0.666983885903794	10	9	14	10	ER	0.000104515073907423	5	0.002577	9	0.004369	10	0.59	0.586271353271324	0.79	0.337	1.848	-0.236	0.434	1	1140500	1141500	protein_coding	+	info761	info761	NA
Gene779	0.667328167982347	10	8	28	12	ER.A	-1	18	0.009278	10	0.004854	12	1.911	0.518068472375276	1.16	0.739	1.821	0.149	0.23	1	1167500	1168500	protein_coding	+	info779	info779	NA
Gene509	0.669781029630738	10	6	12	9	ER	0.000483640515403133	6	0.003093	6	0.002913	9	1.062	0.85866073956961	1.092	0.415	2.869	0.088	0.493	1	762500	763500	protein_coding	+	info509	info509	NA
Gene691	0.670162687553438	10	9	20	12	ER	7.92461852176039e-05	12	0.006186	8	0.003883	12	1.593	0.501004147776981	1.253	0.65	2.417	0.226	0.335	1	1035500	1036500	protein_coding	+	info691	info691	NA
Gene192	0.670593094453644	10	4	5	4	ER	0.027104736951269	1	0.000515	4	0.001942	4	0.265	0.321973205708663	0.351	0.044	2.785	-1.046	1.056	1	287000	288000	non_coding	-	info192	info192	NA
Gene729	0.670766846077833	10	10	30	14	ER.A	-1	11	0.00567	19	0.009223	14	0.615	0.557969943294213	0.87	0.545	1.388	-0.14	0.238	1	1092500	1093500	protein_coding	+	info729	info729	NA
Gene1184	0.671048192834891	10	8	22	16	ER.A	-1	12	0.006186	10	0.004854	16	1.274	0.644711371020735	1.18	0.583	2.389	0.166	0.36	1	1775000	1776000	non_coding	-	info1184	info1184	NA
Gene845	0.672368308421873	10	5	11	11	ER	0.000122741781770467	6	0.003093	5	0.002427	11	1.274	0.705275443607127	1.273	0.364	4.446	0.241	0.638	1	1266500	1267500	protein_coding	+	info845	info845	NA
Gene1024	0.673832158790332	10	9	20	16	ER	2.11713939309701e-06	8	0.004124	12	0.005825	16	0.708	0.480204272516833	0.747	0.332	1.679	-0.292	0.413	1	1535000	1536000	non_coding	-	info1024	info1024	NA
Gene1299	0.674018555594141	10	9	27	21	ER.A	-1	13	0.006701	14	0.006796	21	0.986	0.776975739029862	0.909	0.471	1.757	-0.095	0.336	1	1947500	1948500	protein_coding	+	info1299	info1299	NA
Gene267	0.674050905004799	10	9	17	11	ER	4.11875623264366e-05	7	0.003608	10	0.004854	11	0.743	0.849071815530635	0.927	0.423	2.032	-0.076	0.401	1	399500	400500	protein_coding	+	info267	info267	NA
Gene253	0.674344938461703	10	9	23	10	ER.A	-1	13	0.006701	10	0.004854	10	1.381	0.764870001856996	1.075	0.67	1.725	0.072	0.241	1	378500	379500	protein_coding	+	info253	info253	NA
Gene8	0.674502830873295	10	9	31	11	ER.A	-1	19	0.009794	12	0.005825	11	1.681	0.503406825379837	1.152	0.761	1.746	0.142	0.212	1	11000	12000	non_coding	-	info8	info8	NA
Gene1410	0.675595391268282	10	9	26	16	ER.A	-1	10	0.005155	16	0.007767	16	0.664	0.559129277814659	0.846	0.482	1.484	-0.168	0.287	1	2114000	2115000	non_coding	-	info1410	info1410	NA
Gene50	0.677082264257065	10	10	31	18	ER.A	-1	12	0.006186	19	0.009223	18	0.671	0.53683692053356	0.858	0.528	1.395	-0.153	0.248	1	74000	75000	non_coding	-	info50	info50	NA
Gene387	0.677988859541291	10	10	27	16	ER.A	-1	14	0.007216	13	0.006311	16	1.143	0.854496961586118	1.049	0.629	1.749	0.048	0.261	1	579500	580500	protein_coding	+	info387	info387	NA
Gene57	0.678044578428443	10	5	13	8	ER	0.00105086356688747	7	0.003608	6	0.002913	8	1.239	0.725343016103272	1.153	0.521	2.548	0.142	0.405	1	84500	85500	protein_coding	+	info57	info57	NA
Gene1174	0.67879630559199	10	9	21	11	ER.A	-1	9	0.004639	12	0.005825	11	0.796	0.539821772981334	0.843	0.488	1.455	-0.171	0.278	1	1760000	1761000	non_coding	-	info1174	info1174	NA
Gene22	0.679496784461002	10	8	18	10	ER	0.000141599081257658	10	0.005155	8	0.003883	10	1.328	0.616007029103424	1.187	0.608	2.316	0.171	0.341	1	32000	33000	non_coding	-	info22	info22	NA
Gene575	0.680359662728334	10	5	10	8	ER	0.000774945138601263	5	0.002577	5	0.002427	8	1.062	0.807974502981592	1.134	0.412	3.118	0.125	0.516	1	861500	862500	protein_coding	+	info575	info575	NA
Gene86	0.680720055571633	10	6	17	9	ER	0.000314419652244462	8	0.004124	9	0.004369	9	0.944	0.888889535834598	1.048	0.544	2.017	0.047	0.334	1	128000	129000	non_coding	-	info86	info86	NA
Gene254	0.681251325936995	10	10	30	25	ER.A	-1	15	0.007732	15	0.007282	25	1.062	0.920194734292125	1.035	0.531	2.016	0.034	0.34	1	380000	381000	non_coding	-	info254	info254	NA
Gene1248	0.6817257628307	10	8	19	13	ER	1.05212145094452e-05	8	0.004124	11	0.00534	13	0.772	0.561136351822583	0.801	0.379	1.694	-0.222	0.382	1	1871000	1872000	non_coding	-	info1248	info1248	NA
Gene339	0.682611498426167	10	6	17	14	ER	1.32629981658212e-05	8	0.004124	9	0.004369	14	0.944	0.90481187929687	0.948	0.398	2.259	-0.053	0.443	1	507500	508500	protein_coding	+	info339	info339	NA
Gene449	0.68390340204539	10	8	25	13	ER.A	-1	15	0.007732	10	0.004854	13	1.593	0.471650040035459	1.231	0.699	2.166	0.208	0.288	1	672500	673500	protein_coding	+	info449	info449	NA
Gene616	0.684126490708645	10	7	20	14	ER	8.89375423435689e-06	9	0.004639	11	0.00534	14	0.869	0.56080401897729	0.804	0.386	1.676	-0.218	0.375	1	923000	924000	non_coding	-	info616	info616	NA
Gene426	0.68443354489408	10	7	25	21	ER.A	-1	14	0.007216	11	0.00534	21	1.351	0.448074173257094	1.335	0.633	2.814	0.289	0.381	1	638000	639000	non_coding	-	info426	info426	NA
Gene1176	0.684597599379973	10	6	11	10	ER	0.000197377092101033	5	0.002577	6	0.002913	10	0.885	0.829434283195324	0.882	0.282	2.756	-0.125	0.581	1	1763000	1764000	non_coding	-	info1176	info1176	NA
Gene724	0.6877311905308	10	10	21	9	ER.A	-1	11	0.00567	10	0.004854	9	1.168	0.771556367413703	1.076	0.655	1.77	0.074	0.254	1	1085000	1086000	non_coding	-	info724	info724	NA
Gene94	0.687928489089412	10	7	15	11	ER	3.9455287836892e-05	9	0.004639	6	0.002913	11	1.593	0.388618530360844	1.477	0.609	3.584	0.39	0.452	1	140000	141000	non_coding	-	info94	info94	NA
Gene1035	0.688524069402757	10	10	20	14	ER	3.60486866801211e-06	8	0.004124	12	0.005825	14	0.708	0.819036000336083	0.922	0.458	1.854	-0.082	0.357	1	1551500	1552500	protein_coding	+	info1035	info1035	NA
Gene1259	0.6897652600926	10	10	19	8	ER	0.000498612902814134	12	0.006186	7	0.003398	8	1.82	0.481227154238614	1.24	0.682	2.254	0.215	0.305	1	1887500	1888500	protein_coding	+	info1259	info1259	NA
Gene706	0.689906755675847	10	8	20	17	ER	6.39382714925902e-07	8	0.004124	12	0.005825	17	0.708	0.517190304985441	0.757	0.326	1.759	-0.279	0.43	1	1058000	1059000	non_coding	-	info706	info706	NA
Gene1323	0.690291438709328	10	9	26	14	ER.A	-1	13	0.006701	13	0.006311	14	1.062	0.784836093704381	1.074	0.642	1.796	0.072	0.262	1	1983500	1984500	protein_coding	+	info1323	info1323	NA
Gene593	0.690839770614999	10	6	21	10	ER.A	-1	8	0.004124	13	0.006311	10	0.653	0.456042529784733	0.788	0.421	1.475	-0.238	0.32	1	888500	889500	protein_coding	+	info593	info593	NA
Gene65	0.691246550997228	10	9	32	19	ER.A	-1	12	0.006186	20	0.009709	19	0.637	0.518533389924142	0.842	0.499	1.421	-0.172	0.267	1	96500	97500	protein_coding	+	info65	info65	NA
